City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
627,Charleston,US,32.7766,-79.9309,78.96,76,20,11.5,few clouds
628,Canals,ES,38.9625,-0.5844,69.03,91,45,2.71,scattered clouds
629,Alta Floresta,BR,-9.8756,-56.0861,85.82,66,75,0.0,broken clouds
630,Kjollefjord,NO,70.9457,27.3465,41.05,81,100,3.44,overcast clouds
631,Antsohihy,MG,-14.8796,47.9875,76.57,88,4,1.9,clear sky
632,Matucana,PE,-11.85,-76.4,67.39,45,28,11.74,scattered clouds
633,Chase,CA,50.8165,-119.6857,34.09,75,44,1.54,scattered clouds
634,Tikhvin,RU,59.6451,33.5294,46.15,71,21,16.51,few clouds
635,Lucapa,AO,-8.4192,20.7447,64.9,95,87,0.89,overcast clouds
636,Half Moon Bay,US,37.4636,-122.4286,61.88,59,0,20.71,clear sky
637,Chardara,KZ,41.2547,67.9692,42.98,59,7,4.88,clear sky
638,Mugur-Aksy,RU,50.35,90.5,10.69,89,98,6.64,overcast clouds
639,Newport,GB,51.5877,-2.9984,58.01,88,5,4.79,clear sky
640,Sao Domingos,BR,-13.3983,-46.3183,70.56,88,100,1.92,overcast clouds
641,Cambridge,CA,43.3601,-80.3127,42.75,86,100,10.36,light rain
642,Cap Malheureux,MU,-19.9842,57.6142,69.48,69,0,1.99,clear sky
643,Mwanza,TZ,-2.5167,32.9,67.84,85,99,8.28,moderate rain
644,Birao,CF,10.2849,22.7882,74.03,29,2,6.11,clear sky
645,Halifax,CA,44.6453,-63.5724,66.09,95,100,28.77,overcast clouds
646,Mareeba,AU,-17.0,145.4333,68.72,93,57,3.71,broken clouds
647,Takoradi,GH,4.8845,-1.7554,78.6,84,40,7.09,light rain
648,Rakovnik,CZ,50.1037,13.7334,45.45,82,91,2.37,overcast clouds
649,Urucara,BR,-2.5364,-57.76,91.51,42,98,3.04,overcast clouds
650,Severodvinsk,RU,64.5635,39.8302,35.71,95,100,12.68,overcast clouds
651,Bardiyah,LY,31.7561,25.0865,65.5,58,0,5.5,clear sky
652,Baykit,RU,61.67,96.37,18.0,96,100,2.64,light snow
653,Znamensk,RU,48.5842,45.7338,43.32,84,5,20.76,clear sky
654,Sampit,ID,-2.5333,112.95,74.17,99,100,2.37,moderate rain
655,Etchoropo,MX,26.7667,-109.6667,80.42,35,39,10.71,scattered clouds
656,Araouane,ML,18.9048,-3.5265,79.93,14,31,6.82,scattered clouds
657,Kouqian,CN,43.6391,126.4578,7.57,99,69,1.52,broken clouds
658,Uvira,CD,-3.4067,29.1458,70.48,95,100,6.49,heavy intensity rain
659,Bukama,CD,-9.2,25.85,67.82,96,64,2.19,broken clouds
660,Kamaishi,JP,39.2667,141.8833,58.37,89,14,7.83,few clouds
661,Dongsheng,CN,39.8161,109.9776,28.42,70,0,5.91,clear sky
662,Rybinsk,RU,58.0446,38.8426,46.54,67,88,22.77,overcast clouds
663,Olafsvik,IS,64.8945,-23.7142,43.54,74,100,10.78,overcast clouds
664,Marabba,SD,12.35,32.1833,79.63,19,57,12.01,broken clouds
665,Tromso,NO,69.6496,18.957,38.37,93,75,0.0,broken clouds
666,Chernyshevskiy,RU,63.0128,112.4714,-4.63,94,92,8.79,overcast clouds
667,Taltal,CL,-25.4,-70.4833,63.9,64,78,5.84,broken clouds
668,Cowra,AU,-33.8333,148.6833,65.34,87,100,7.58,light rain
669,Hami,CN,42.8,93.45,32.05,54,9,3.47,clear sky
670,Maragogi,BR,-9.0122,-35.2225,77.13,85,25,6.51,scattered clouds
671,Santiago De Cao,PE,-7.9589,-79.2392,64.53,77,100,8.05,fog
672,Gazanjyk,TM,39.2446,55.5154,51.6,41,99,4.63,overcast clouds
673,Scituate,US,42.1959,-70.7259,71.15,72,0,5.99,clear sky
674,Gerash,IR,27.6652,54.1371,62.74,35,92,6.02,overcast clouds
675,Ust-Nera,RU,64.5667,143.2,-22.0,99,83,4.74,broken clouds
676,Bairiki,KI,1.3292,172.9752,82.4,69,20,10.36,few clouds
677,Fukue,JP,32.6881,128.8419,68.54,94,99,4.43,overcast clouds
678,Revda,RU,56.801,59.9303,34.18,98,100,7.4,light snow
679,Matara,LK,5.9485,80.5353,76.14,88,100,3.8,overcast clouds
680,Ecija,ES,37.5422,-5.0826,62.38,51,24,4.54,few clouds
681,Merauke,ID,-8.4667,140.3333,79.52,84,100,9.51,overcast clouds
682,Tuapse,RU,44.1125,39.0742,51.58,73,15,0.87,few clouds
683,Marathon,US,44.9,-89.7668,31.66,75,100,14.97,overcast clouds
684,Pascagoula,US,30.3658,-88.5561,56.12,93,100,14.97,overcast clouds
685,Daru,PG,-9.0763,143.2092,80.46,82,99,9.55,overcast clouds
686,Aketi,CD,2.7388,23.7833,69.37,98,99,2.04,overcast clouds
687,Bayir,TR,37.2687,28.2167,48.72,59,3,1.19,clear sky
688,Eregli,TR,37.5133,34.0467,47.32,62,0,1.03,clear sky
689,Xinzhi,CN,36.4989,111.7047,44.64,57,100,2.77,overcast clouds
690,Kununurra,AU,-15.7667,128.7333,78.78,89,75,9.22,broken clouds
691,Olkhovka,RU,53.2115,60.6069,34.77,96,100,20.69,overcast clouds
692,Hay River,CA,60.8156,-115.7999,19.38,86,100,8.05,overcast clouds
693,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,68.7,81,100,12.03,overcast clouds
694,Troitsk,RU,54.0979,61.5773,37.33,88,100,18.68,overcast clouds
695,Santa Lucia,ES,27.9117,-15.5407,66.76,88,20,5.75,few clouds
696,Hofn,IS,64.2539,-15.2082,44.17,80,100,9.37,overcast clouds
